sku,inventory_level,historical_sales
ELEC01477,45,"39,42,44,48,47,44,43,43,43,43,47,52"
ELEC01478,70,"34,36,38,42,45,41,36,37,33,40,37,42"
ELEC01479,28,"21,25,28,27,27,24,25,30,24,21,28,34"
ELEC01480,192,"33,32,40,39,40,38,34,33,39,30,34,35"
ELEC01481,191,"32,34,36,39,40,38,39,40,39,35,44,44"
ELEC01482,20,"24,26,29,30,34,33,33,31,27,34,26,34"
ELEC01483,82,"21,22,25,28,29,26,26,23,21,29,27,29"
ELEC01484,169,"13,14,18,19,24,19,18,19,18,18,14,19"
ELEC01485,195,"17,21,22,23,25,25,25,26,19,25,18,31"
ELEC01486,169,"28,28,37,35,36,34,31,28,36,32,32,37"
ELEC01487,168,"22,22,23,29,31,28,28,23,27,17,26,30"
ELEC01488,87,"34,39,39,42,41,41,38,32,34,35,43,42"
ELEC01489,47,"20,25,26,25,25,27,25,25,27,28,25,32"
ELEC01490,188,"38,41,41,47,49,46,45,42,47,46,48,48"
ELEC01491,58,"15,15,19,20,24,23,23,15,17,14,20,21"
ELEC01492,189,"20,22,26,23,24,25,22,22,22,17,22,26"
ELEC01493,97,"14,19,20,23,18,21,20,22,21,16,20,27"
ELEC01494,116,"16,19,20,23,23,25,18,20,19,20,21,26"
ELEC01495,198,"11,13,17,22,19,21,21,17,11,22,12,22"
ELEC01496,20,"13,18,16,21,19,19,20,18,19,16,25,24"
ELEC01497,69,"18,25,26,26,30,27,21,21,17,20,29,22"
ELEC01498,49,"30,31,37,39,41,40,36,31,32,37,35,38"
ELEC01499,45,"29,36,41,37,41,39,41,33,38,39,37,35"
ELEC01500,68,"26,28,31,34,37,36,26,27,33,34,37,32"
ELEC01501,116,"13,16,20,23,25,23,19,16,18,15,21,27"
ELEC01502,200,"30,33,37,38,39,37,33,40,37,32,34,42"
ELEC01503,171,"32,40,40,42,41,43,36,38,38,38,43,39"
ELEC01504,166,"20,22,28,33,29,30,28,25,30,24,28,34"
ELEC01505,154,"30,32,35,37,38,38,34,33,31,34,34,44"
ELEC01506,43,"21,28,28,32,32,35,28,26,29,21,26,26"
ELEC01507,150,"22,21,22,27,30,26,22,24,27,23,23,30"
ELEC01508,174,"19,23,22,26,22,22,24,20,21,22,22,29"
ELEC01509,119,"24,29,35,32,37,32,30,30,27,35,33,39"
ELEC01510,170,"25,30,27,28,32,29,26,31,21,29,25,33"
ELEC01511,198,"12,12,16,23,21,17,17,18,19,15,14,24"
ELEC01512,24,"21,29,28,31,32,31,26,28,32,25,31,33"
ELEC01513,60,"13,17,22,20,25,21,18,18,22,17,16,23"
ELEC01514,87,"24,28,33,33,31,37,35,28,28,32,35,28"
ELEC01515,179,"23,24,31,33,31,29,28,30,24,26,31,30"
ELEC01516,81,"29,32,39,40,40,33,34,31,39,32,41,38"
ELEC01517,142,"33,40,40,45,42,39,39,38,39,33,44,43"
ELEC01518,34,"21,27,28,33,28,30,31,24,26,24,26,32"
ELEC01519,164,"14,13,17,21,18,18,15,15,18,14,18,22"
ELEC01520,146,"30,30,32,38,36,40,31,35,26,30,28,35"
ELEC01521,42,"39,41,44,44,51,46,44,42,42,42,43,43"
ELEC01522,51,"10,14,19,19,23,15,16,16,16,17,20,15"
ELEC01523,43,"19,22,23,26,23,24,19,24,17,18,20,25"
ELEC01524,139,"14,16,22,24,26,21,23,24,20,22,15,22"
ELEC01525,46,"31,35,33,35,38,36,35,28,38,34,39,29"
ELEC01526,114,"40,42,45,45,49,49,43,44,40,42,51,44"
ELEC01527,47,"38,40,46,47,43,50,47,44,43,44,51,45"
ELEC01528,63,"27,28,34,33,32,33,29,27,25,25,26,35"
ELEC01529,21,"26,31,34,33,33,36,30,28,31,32,26,32"
ELEC01530,40,"15,18,21,24,28,22,19,25,22,18,25,31"
ELEC01531,21,"28,33,33,38,34,38,33,28,32,33,35,32"
ELEC01532,136,"12,18,23,25,23,19,19,19,20,19,26,31"
ELEC01533,185,"28,35,37,37,37,31,36,32,29,34,40,38"
ELEC01534,134,"13,15,23,19,21,20,19,21,22,18,20,20"
ELEC01535,59,"24,27,35,34,36,32,29,26,29,29,26,33"
ELEC01536,98,"24,28,34,35,32,31,30,31,29,34,34,34"
ELEC01537,27,"10,12,17,18,21,20,18,13,11,16,19,21"
ELEC01538,74,"34,40,39,44,39,44,36,38,40,40,37,39"
ELEC01539,139,"21,25,31,31,36,28,30,26,31,27,34,34"
ELEC01540,99,"27,31,31,38,36,35,30,35,33,32,36,30"
ELEC01541,151,"20,25,27,26,28,32,27,30,22,23,23,32"
ELEC01542,32,"11,13,19,20,19,15,20,14,15,13,15,20"
ELEC01543,186,"32,37,39,42,41,42,38,38,41,41,36,41"
ELEC01544,65,"16,15,19,22,23,21,19,19,18,15,22,23"
ELEC01545,175,"17,20,22,22,24,25,22,26,17,22,25,27"
ELEC01546,99,"23,24,28,31,35,27,30,25,28,23,32,29"
ELEC01547,85,"27,30,38,38,38,35,39,30,35,31,37,36"
ELEC01548,73,"26,31,35,35,31,33,32,28,28,27,26,42"
ELEC01549,185,"35,42,43,46,46,44,44,41,42,47,46,44"
ELEC01550,97,"35,37,43,41,42,40,39,34,39,39,41,42"
ELEC01551,109,"15,16,17,22,21,21,17,14,13,16,18,26"
ELEC01552,23,"23,27,31,35,33,34,28,33,25,24,30,28"
ELEC01553,56,"35,37,45,44,44,42,44,43,41,39,36,46"
ELEC01554,140,"26,30,37,37,36,33,37,32,27,31,37,39"
ELEC01555,164,"21,20,24,23,31,26,24,27,25,27,29,26"
ELEC01556,116,"30,37,38,37,44,41,41,39,30,35,39,40"
ELEC01557,199,"8,12,14,19,19,22,16,11,14,12,20,21"
ELEC01558,78,"35,39,41,44,43,46,44,43,43,41,45,41"
ELEC01559,38,"22,22,26,25,26,31,26,29,22,23,24,27"
ELEC01560,91,"30,33,34,37,34,34,37,30,32,30,33,33"
ELEC01561,56,"30,33,31,34,34,36,35,31,30,33,31,40"
ELEC01562,124,"33,35,39,39,44,38,38,40,39,42,37,38"
ELEC01563,22,"33,35,40,44,44,42,43,41,41,40,46,45"
ELEC01564,66,"26,30,33,37,35,33,32,31,34,33,27,40"
ELEC01565,76,"13,20,17,19,21,22,17,16,20,18,22,19"
ELEC01566,139,"15,20,22,28,26,23,21,23,20,19,23,28"
ELEC01567,164,"22,24,31,31,31,31,30,32,28,31,27,28"
ELEC01568,99,"39,37,43,45,43,47,42,37,36,40,35,50"
ELEC01569,46,"19,23,28,28,27,30,26,27,24,25,24,28"
ELEC01570,134,"29,36,40,39,42,42,39,37,38,34,33,43"
ELEC01571,25,"18,24,29,31,30,33,31,29,21,20,29,31"
ELEC01572,136,"36,40,43,47,45,44,43,43,41,48,46,43"
ELEC01573,156,"32,37,40,36,39,39,32,38,36,36,32,42"
ELEC01574,77,"15,21,24,22,24,26,22,20,15,19,25,21"
ELEC01575,180,"36,42,43,48,43,45,47,41,41,41,48,38"
ELEC01576,31,"22,21,26,28,33,28,26,24,22,29,25,27"
ELEC01577,131,"21,23,26,31,27,27,26,23,22,24,27,26"
ELEC01578,174,"25,28,31,28,31,27,29,31,28,28,29,30"
ELEC01579,140,"39,40,43,46,42,43,43,47,38,40,49,44"
ELEC01580,98,"23,25,25,30,28,32,27,26,27,26,28,33"
ELEC01581,126,"17,20,21,27,27,21,24,19,21,21,23,20"
ELEC01582,120,"36,38,44,43,47,42,46,44,39,39,44,53"
ELEC01583,58,"22,21,26,28,27,28,31,29,26,20,23,30"
ELEC01584,193,"26,32,29,34,37,34,32,33,30,28,36,38"
ELEC01585,122,"12,17,21,22,22,19,17,16,16,19,24,22"
ELEC01586,164,"38,43,48,46,45,44,46,45,46,46,42,46"
ELEC01587,92,"27,28,30,34,29,33,31,34,29,25,31,34"
ELEC01588,42,"11,15,19,22,19,19,17,18,17,14,14,23"
ELEC01589,91,"22,27,30,32,31,30,30,29,33,26,27,33"
ELEC01590,147,"21,26,26,29,32,25,30,21,23,26,27,30"
ELEC01591,96,"19,21,24,24,27,25,20,20,18,19,26,25"
ELEC01592,179,"17,19,23,22,22,22,19,17,22,17,27,21"
ELEC01593,83,"40,41,42,45,44,43,44,46,39,46,45,41"
ELEC01594,32,"37,44,44,46,48,50,48,42,40,38,45,41"
ELEC01595,50,"17,17,23,20,23,23,20,21,14,21,13,20"
ELEC01596,180,"34,39,40,48,48,46,43,47,42,36,47,45"
ELEC01597,110,"13,14,14,21,23,17,18,14,17,10,17,13"
ELEC01598,26,"36,35,40,43,40,45,42,39,40,38,44,40"
ELEC01599,110,"37,38,41,43,43,41,40,43,37,41,39,40"
ELEC01600,144,"19,25,24,26,24,27,23,20,23,28,23,25"
ELEC01601,166,"33,40,43,40,39,42,41,38,37,44,40,41"
ELEC01602,188,"39,40,46,48,48,51,44,44,42,41,52,44"
ELEC01603,83,"18,17,25,23,24,22,17,22,22,18,16,28"
ELEC01604,62,"34,43,44,44,41,40,48,43,43,37,48,37"
ELEC01605,70,"33,38,37,40,36,37,36,38,37,34,40,39"
ELEC01606,58,"16,20,22,24,26,25,23,21,22,21,22,21"
ELEC01607,71,"36,42,44,47,49,46,47,44,40,41,45,44"
ELEC01608,101,"17,21,21,25,27,29,24,20,24,24,27,23"
ELEC01609,41,"29,32,33,31,37,32,34,28,35,35,27,38"
ELEC01610,112,"26,33,36,33,38,35,29,32,28,28,35,33"
ELEC01611,21,"28,30,34,36,33,29,32,28,27,31,29,41"
ELEC01612,86,"39,43,42,42,47,46,45,44,44,39,46,42"
ELEC01613,41,"8,13,16,16,15,17,20,13,12,15,11,21"
ELEC01614,193,"18,24,25,26,25,24,24,27,25,23,27,23"
ELEC01615,27,"35,42,46,42,46,42,42,43,39,36,37,50"
ELEC01616,95,"34,38,42,41,41,43,38,35,43,37,35,36"
ELEC01617,103,"11,13,15,23,18,20,21,19,14,18,22,19"
ELEC01618,167,"12,16,17,23,21,21,19,19,21,12,17,20"
ELEC01619,103,"31,31,33,34,37,37,35,33,30,28,35,37"
ELEC01620,86,"32,37,37,37,35,38,41,37,37,33,32,33"
ELEC01621,34,"10,13,20,18,21,20,12,15,16,11,19,23"
ELEC01622,100,"16,14,18,23,22,19,17,15,17,21,13,23"
ELEC01623,57,"27,27,31,34,32,31,29,29,31,29,32,34"
ELEC01624,35,"20,22,28,32,28,26,30,25,28,22,29,30"
ELEC01625,33,"22,24,25,28,29,28,24,21,25,25,22,26"
ELEC01626,160,"22,28,29,32,28,32,34,25,25,24,28,36"
ELEC01627,192,"36,40,39,43,42,44,40,41,38,43,40,36"
ELEC01628,80,"33,35,37,42,42,38,40,40,37,33,37,38"
ELEC01629,66,"24,24,31,32,30,31,24,22,30,29,31,28"
ELEC01630,136,"19,23,23,25,25,27,27,22,21,24,23,22"
ELEC01631,157,"13,18,20,25,22,25,24,21,17,14,24,19"
ELEC01632,90,"20,25,32,28,29,31,27,29,28,30,33,33"
ELEC01633,165,"12,15,16,19,21,22,21,16,14,16,16,23"
ELEC01634,78,"37,38,45,46,41,43,44,36,39,36,44,48"
ELEC01635,180,"24,29,28,30,35,33,28,28,28,29,23,40"
ELEC01636,154,"21,22,28,28,30,24,32,26,21,22,24,26"
ELEC01637,139,"36,37,43,44,46,44,40,37,36,35,45,46"
ELEC01638,124,"40,38,46,47,45,43,46,47,43,38,46,45"
ELEC01639,144,"41,42,44,45,45,45,50,46,43,38,44,49"
ELEC01640,45,"41,42,43,48,43,44,40,45,46,47,46,51"
ELEC01641,162,"31,32,32,36,34,37,36,34,33,29,28,34"
ELEC01642,46,"14,20,20,24,25,25,18,24,17,21,20,26"
ELEC01643,75,"13,14,16,24,23,19,20,19,16,13,23,24"
ELEC01644,41,"19,18,22,27,27,24,25,26,17,25,17,27"
ELEC01645,190,"20,28,32,31,32,28,28,29,26,23,26,30"
ELEC01646,59,"12,13,14,17,17,15,17,18,13,10,12,21"
ELEC01647,85,"40,42,44,43,48,47,46,45,42,44,45,49"
ELEC01648,107,"35,34,38,39,42,39,38,31,30,38,32,39"
ELEC01649,136,"22,21,30,30,26,29,24,23,26,24,21,26"
ELEC01650,35,"15,19,21,27,28,23,23,22,21,23,22,25"
ELEC01651,84,"33,38,39,41,43,42,37,37,35,35,34,41"
ELEC01652,23,"15,15,20,18,22,22,18,13,16,20,17,24"
ELEC01653,112,"12,16,23,22,23,22,19,17,17,18,21,26"
ELEC01654,87,"14,18,22,23,23,20,20,23,19,22,19,21"
ELEC01655,71,"37,42,46,49,43,47,43,44,49,40,45,44"
ELEC01656,153,"34,37,40,46,44,43,46,42,36,38,38,38"
ELEC01657,109,"29,28,35,38,35,35,32,34,30,37,36,40"
ELEC01658,152,"36,41,43,41,43,45,38,43,36,39,40,37"
ELEC01659,29,"29,36,41,39,39,39,37,34,34,36,32,41"
ELEC01660,76,"25,32,33,33,36,30,36,34,27,30,32,39"
ELEC01661,198,"40,44,45,45,47,42,45,45,43,42,42,45"
ELEC01662,90,"22,23,27,26,23,27,22,25,24,26,19,30"
ELEC01663,160,"40,42,44,46,45,44,48,44,40,39,48,50"
ELEC01664,107,"11,13,20,19,24,20,22,20,17,17,17,20"
ELEC01665,31,"10,15,18,21,23,20,14,15,14,18,19,26"
ELEC01666,46,"13,13,21,18,19,21,20,10,15,18,15,22"
ELEC01667,106,"37,41,47,49,45,48,47,44,48,39,43,51"
ELEC01668,111,"22,25,29,24,25,27,21,27,21,26,19,31"
ELEC01669,66,"30,33,32,36,36,36,35,32,28,26,29,38"
ELEC01670,117,"22,26,27,29,28,32,25,29,26,26,25,35"
ELEC01671,150,"9,15,17,18,17,18,12,16,14,17,22,22"
ELEC01672,41,"33,36,38,41,40,38,37,40,35,33,34,37"
ELEC01673,198,"15,21,24,26,24,23,24,23,24,17,20,28"
ELEC01674,81,"15,20,24,26,24,21,23,22,18,18,27,25"
ELEC01675,158,"12,18,21,22,24,18,21,18,14,18,21,27"
ELEC01676,61,"40,43,41,47,49,45,47,41,39,43,45,46"
ELEC01677,113,"22,25,30,29,28,27,26,25,22,28,28,28"
ELEC01678,163,"22,26,30,31,31,30,25,27,28,21,30,35"
ELEC01679,166,"33,37,40,43,47,42,43,41,39,38,41,48"
ELEC01680,81,"27,32,34,38,35,32,33,33,34,29,36,41"
ELEC01681,38,"20,24,26,25,33,29,28,30,21,19,27,27"
ELEC01682,153,"28,36,35,38,43,37,39,31,36,32,36,37"
ELEC01683,91,"30,35,38,40,42,42,36,37,35,33,40,38"
ELEC01684,141,"28,35,37,36,40,39,39,38,31,32,38,37"
ELEC01685,156,"13,18,22,24,22,23,21,22,20,19,19,17"
ELEC01686,118,"13,16,23,19,20,20,19,19,14,22,18,22"
ELEC01687,51,"24,29,31,32,33,31,33,29,24,27,28,40"
ELEC01688,20,"8,12,18,14,17,17,16,14,16,16,17,19"
ELEC01689,70,"27,31,38,38,38,33,37,29,32,34,34,34"
ELEC01690,131,"39,39,42,45,41,43,44,41,39,43,44,52"
ELEC01691,41,"36,38,39,39,43,39,43,38,36,38,32,38"
ELEC01692,131,"29,29,32,34,34,36,29,37,33,27,26,31"
ELEC01693,43,"13,21,21,25,23,21,20,15,18,17,21,23"
ELEC01694,68,"32,35,37,41,44,40,39,39,41,39,43,43"
ELEC01695,115,"26,29,30,31,33,37,33,30,27,34,26,31"
ELEC01696,85,"10,15,20,22,21,17,19,18,17,19,20,22"
ELEC01697,74,"23,27,32,33,33,31,31,31,26,28,33,27"
ELEC01698,33,"21,24,27,32,29,28,29,22,23,27,24,31"
ELEC01699,95,"35,37,37,41,43,43,43,36,36,38,35,42"
ELEC01700,53,"12,12,17,22,23,22,20,16,18,14,13,17"
ELEC01701,50,"12,16,19,21,21,22,17,11,17,12,17,19"
ELEC01702,26,"16,20,26,22,26,24,20,18,17,20,26,29"
ELEC01703,192,"14,17,20,25,24,24,23,21,21,20,26,24"
ELEC01704,164,"27,33,32,35,36,34,38,32,30,35,31,32"
ELEC01705,157,"36,36,38,43,44,45,37,41,35,37,46,41"
ELEC01706,82,"27,30,31,35,38,34,28,35,26,29,37,31"
ELEC01707,20,"33,35,38,39,44,43,38,31,33,33,34,41"
ELEC01708,102,"16,16,22,24,25,23,15,20,18,22,23,28"
ELEC01709,145,"33,36,41,39,42,42,40,40,39,40,35,35"
ELEC01710,188,"21,22,27,29,26,26,27,21,21,21,24,25"
ELEC01711,67,"34,37,41,42,39,42,43,41,33,36,33,42"
ELEC01712,188,"32,36,33,38,39,36,37,30,32,36,37,42"
ELEC01713,47,"17,22,20,22,27,20,25,19,21,25,18,22"
ELEC01714,94,"26,29,31,33,32,35,32,33,28,29,28,31"
ELEC01715,153,"35,37,40,44,43,39,39,34,37,43,39,48"
ELEC01716,177,"30,35,40,41,43,42,38,36,39,35,40,38"
ELEC01717,142,"39,43,41,42,49,47,43,42,39,46,49,45"
ELEC01718,168,"26,33,35,37,35,39,32,30,36,29,33,30"
ELEC01719,86,"36,39,45,47,43,45,49,45,41,43,38,41"
ELEC01720,70,"42,40,44,49,50,50,46,46,43,41,49,52"
ELEC01721,190,"40,43,46,44,50,43,44,42,45,39,47,40"
ELEC01722,96,"9,14,15,23,20,19,18,13,13,17,17,18"
ELEC01723,155,"23,30,30,29,35,32,33,29,33,26,31,28"
ELEC01724,155,"17,21,27,24,27,23,26,19,26,22,27,21"
ELEC01725,69,"20,25,30,28,28,28,32,22,23,26,30,36"
ELEC01726,115,"35,40,42,44,44,43,43,40,38,42,45,52"
ELEC01727,29,"15,20,22,27,27,21,24,21,24,21,21,24"
ELEC01728,107,"17,23,24,29,26,30,31,20,22,21,31,25"
ELEC01729,126,"37,37,39,44,46,39,41,39,34,39,36,39"
ELEC01730,34,"17,19,20,23,23,22,22,20,18,15,23,26"
ELEC01731,177,"28,31,34,39,36,38,34,32,32,35,39,43"
ELEC01732,179,"29,31,37,34,40,34,30,37,32,29,40,35"
ELEC01733,174,"31,37,41,37,42,44,36,39,41,33,40,38"
ELEC01734,95,"26,27,32,32,29,36,31,31,25,26,28,32"
ELEC01735,73,"13,15,18,17,19,15,21,15,14,17,20,23"
ELEC01736,34,"30,31,33,36,38,37,37,36,34,36,35,34"
ELEC01737,38,"13,17,20,24,24,22,19,20,22,17,16,22"
ELEC01738,61,"22,27,33,35,27,30,29,27,24,29,32,27"
ELEC01739,51,"8,17,15,16,18,14,16,15,14,14,13,13"
ELEC01740,197,"38,44,43,47,47,44,44,46,43,45,48,42"
ELEC01741,100,"33,40,39,41,40,41,41,41,40,34,42,49"
ELEC01742,54,"16,20,23,21,20,24,21,18,23,19,19,21"
ELEC01743,134,"26,33,33,35,35,38,34,31,31,34,34,33"
ELEC01744,118,"29,33,31,35,34,35,32,30,30,30,33,28"
ELEC01745,121,"22,29,27,29,33,27,25,31,23,22,31,35"
ELEC01746,115,"34,37,40,44,41,39,41,34,35,38,42,40"
ELEC01747,28,"38,37,41,45,45,46,44,42,44,39,41,51"
ELEC01748,180,"17,19,25,26,27,26,27,24,26,23,20,26"
ELEC01749,125,"20,23,25,30,28,26,29,21,21,26,23,29"
ELEC01750,59,"17,20,20,19,23,23,21,16,20,17,20,16"
ELEC01751,60,"27,30,31,36,36,37,30,30,26,38,37,33"
ELEC01752,176,"32,33,35,39,41,36,39,35,38,32,34,36"
ELEC01753,197,"21,25,25,28,33,30,31,26,26,29,27,24"
ELEC01754,195,"19,22,26,28,29,27,25,27,21,24,28,35"
ELEC01755,185,"14,13,18,19,21,18,20,17,11,13,21,24"
ELEC01756,188,"37,40,44,43,43,42,41,44,40,40,43,42"
ELEC01757,44,"18,20,21,25,25,20,23,18,20,18,19,31"
ELEC01758,73,"25,28,31,32,39,38,33,33,34,30,34,34"
ELEC01759,69,"14,19,18,25,19,24,19,20,20,14,24,22"
ELEC01760,50,"15,14,17,18,21,22,19,19,19,12,18,20"
ELEC01761,99,"16,19,25,26,23,26,22,20,16,19,24,23"
ELEC01762,105,"11,10,13,15,16,16,14,17,10,11,15,21"
ELEC01763,177,"19,26,26,30,34,34,27,20,23,21,27,29"
ELEC01764,149,"36,43,45,49,43,49,42,42,42,47,44,49"
ELEC01765,42,"24,28,27,33,30,30,26,29,32,29,26,35"
ELEC01766,197,"33,36,41,44,42,40,43,44,35,41,38,47"
ELEC01767,108,"29,30,32,33,38,39,36,31,35,30,34,36"
ELEC01768,183,"31,36,35,38,38,38,34,34,31,33,33,40"
ELEC01769,86,"29,30,35,37,37,35,38,37,31,33,34,30"
ELEC01770,82,"27,27,32,35,35,31,31,29,27,31,34,39"
ELEC01771,162,"16,16,24,24,21,20,19,16,19,14,16,20"
ELEC01772,139,"37,41,45,42,43,50,41,46,39,41,47,47"
ELEC01773,38,"12,16,21,24,21,18,20,13,13,19,13,22"
ELEC01774,177,"14,15,21,22,19,26,16,19,19,17,20,25"
ELEC01775,77,"12,15,20,25,25,17,15,17,13,12,19,28"
ELEC01776,38,"14,14,21,19,24,22,18,18,16,12,12,16"
ELEC01777,181,"40,42,45,48,47,44,47,46,41,42,47,53"
ELEC01778,22,"29,33,36,41,38,40,40,35,39,34,34,35"
ELEC01779,31,"23,30,31,36,32,34,31,27,31,31,32,35"
ELEC01780,110,"32,36,39,42,42,38,37,35,40,35,36,43"
ELEC01781,46,"33,40,39,43,40,44,40,41,42,42,39,44"
ELEC01782,175,"29,33,31,37,37,37,32,28,28,35,35,42"
ELEC01783,199,"8,14,13,17,21,20,19,11,11,11,13,16"
ELEC01784,94,"20,28,30,32,25,28,30,28,25,27,28,33"
ELEC01785,23,"24,30,36,34,35,32,37,26,30,31,31,32"
ELEC01786,37,"24,29,30,33,32,27,27,25,22,23,29,24"
ELEC01787,101,"24,28,28,33,30,29,25,23,21,29,25,35"
ELEC01788,117,"38,41,45,44,47,46,41,41,40,41,46,39"
ELEC01789,55,"14,21,21,23,28,25,25,26,21,16,28,29"
ELEC01790,87,"33,37,39,43,42,45,41,38,36,39,43,39"
ELEC01791,167,"38,37,40,46,44,43,41,44,45,43,46,50"
ELEC01792,79,"33,37,35,39,35,37,36,37,33,37,36,32"
ELEC01793,91,"34,41,40,47,45,46,44,42,43,41,40,42"
ELEC01794,26,"41,43,48,48,47,47,46,43,42,45,41,49"
ELEC01795,45,"11,11,18,15,19,16,16,13,10,9,12,23"
ELEC01796,182,"25,28,34,35,36,31,37,27,28,26,35,29"
ELEC01797,41,"15,15,17,18,20,20,17,19,13,16,22,23"
ELEC01798,137,"25,30,34,33,37,33,34,28,23,24,31,28"
ELEC01799,172,"17,23,21,29,25,29,24,18,23,19,21,28"
ELEC01800,178,"7,12,14,17,20,19,15,10,10,13,18,17"
ELEC01801,126,"20,28,27,32,32,30,29,22,29,27,29,32"
ELEC01802,107,"34,39,40,44,45,43,45,40,39,38,46,44"
ELEC01803,67,"27,33,38,40,35,37,36,31,37,35,30,42"
ELEC01804,188,"25,29,27,31,30,31,28,32,32,25,31,39"
ELEC01805,151,"31,35,36,40,38,36,36,35,34,33,32,42"
ELEC01806,170,"24,28,33,33,34,31,30,30,28,25,27,28"
ELEC01807,200,"24,28,27,33,28,30,31,27,31,29,32,28"
ELEC01808,165,"32,39,40,44,44,41,39,39,36,35,40,37"
ELEC01809,95,"18,20,23,25,24,23,20,19,19,15,25,32"
ELEC01810,26,"15,15,18,24,21,20,23,17,23,15,20,25"
ELEC01811,26,"26,27,32,35,32,39,31,31,31,30,38,30"
ELEC01812,131,"18,21,26,25,24,25,23,22,20,28,29,26"
ELEC01813,113,"25,30,32,32,30,27,34,33,33,27,34,36"
ELEC01814,66,"15,17,23,24,22,25,24,20,15,21,24,26"
ELEC01815,91,"35,33,40,43,36,42,36,37,35,31,38,44"
ELEC01816,48,"34,40,42,45,41,43,41,37,40,35,38,44"
ELEC01817,113,"9,13,15,18,16,13,16,10,12,18,21,10"
ELEC01818,159,"15,22,22,26,28,22,25,21,21,23,17,27"
ELEC01819,146,"32,39,35,43,44,40,36,40,35,34,43,43"
ELEC01820,100,"35,34,36,44,40,37,38,36,30,42,39,37"
ELEC01821,190,"40,39,46,44,45,42,40,43,43,44,38,48"
ELEC01822,81,"29,34,37,38,39,38,38,32,37,34,39,39"
ELEC01823,143,"29,31,34,33,33,37,31,27,33,27,35,36"
ELEC01824,173,"24,28,30,35,34,28,29,28,29,24,35,35"
ELEC01825,133,"28,34,34,34,37,31,39,33,31,27,35,40"
ELEC01826,135,"39,40,42,43,42,43,39,44,39,43,40,44"
ELEC01827,91,"14,18,20,21,21,24,24,19,22,13,25,25"
ELEC01828,45,"21,25,27,32,33,27,29,29,23,23,33,25"
ELEC01829,55,"24,27,34,37,32,35,29,30,24,31,39,31"
ELEC01830,98,"37,41,44,45,41,42,42,38,43,41,46,44"
ELEC01831,125,"29,33,29,32,36,36,30,26,32,31,30,37"
ELEC01832,41,"17,16,21,25,25,22,22,21,16,17,19,25"
ELEC01833,26,"16,22,20,25,23,23,21,27,22,22,29,31"
ELEC01834,165,"10,15,19,22,21,19,19,20,14,19,16,21"
ELEC01835,92,"39,43,41,49,48,46,44,44,40,44,47,41"
ELEC01836,81,"37,41,45,44,48,49,41,43,42,46,42,52"
ELEC01837,59,"36,40,43,43,42,42,39,37,42,36,39,49"
ELEC01838,139,"31,35,34,37,41,34,38,34,31,34,34,39"
ELEC01839,167,"30,33,35,39,35,40,38,32,33,32,36,36"
ELEC01840,186,"21,22,26,29,30,27,24,19,26,24,22,31"
ELEC01841,133,"34,37,41,46,40,40,43,37,33,41,35,46"
ELEC01842,95,"15,18,23,23,27,24,21,17,22,15,16,24"
ELEC01843,196,"28,33,37,39,38,34,34,30,38,27,38,41"
ELEC01844,142,"36,40,42,46,49,39,39,41,35,45,43,52"
ELEC01845,196,"35,39,42,42,43,42,44,42,41,36,39,43"
ELEC01846,45,"25,26,31,29,33,32,26,30,31,23,25,28"
ELEC01847,72,"34,41,44,45,44,47,39,41,43,41,43,50"
ELEC01848,72,"35,37,42,44,45,45,40,39,40,36,35,42"
ELEC01849,57,"28,36,38,34,38,37,37,37,32,35,33,40"
ELEC01850,127,"30,33,38,37,43,43,39,37,37,32,41,35"
ELEC01851,83,"20,27,32,26,30,32,29,26,26,21,30,33"
ELEC01852,151,"23,29,31,37,31,32,33,30,29,28,37,35"
ELEC01853,181,"34,39,40,43,43,41,41,43,42,38,34,48"
ELEC01854,175,"11,15,18,18,18,19,17,9,13,9,14,20"
ELEC01855,162,"24,30,33,35,32,34,31,30,30,33,31,37"
ELEC01856,132,"41,39,44,44,45,48,46,40,44,44,43,43"
ELEC01857,64,"19,18,26,25,27,27,22,26,25,20,23,20"
ELEC01858,111,"26,30,30,35,35,34,34,31,30,29,33,32"
ELEC01859,110,"24,24,26,27,32,30,28,25,27,29,30,29"
ELEC01860,163,"20,27,31,33,29,33,27,28,30,25,26,33"
ELEC01861,163,"33,39,39,46,42,44,42,36,37,42,43,43"
ELEC01862,59,"16,16,23,19,25,20,21,15,17,17,18,29"
ELEC01863,155,"12,19,15,19,21,20,20,16,10,16,15,27"
ELEC01864,89,"39,42,47,47,46,47,49,43,41,41,44,42"
ELEC01865,30,"12,13,18,15,22,17,22,14,16,16,18,14"
ELEC01866,86,"16,16,20,26,22,21,24,20,21,20,15,22"
ELEC01867,43,"22,26,26,27,31,29,27,28,27,30,28,33"
ELEC01868,138,"10,14,16,20,25,24,19,12,15,18,23,21"
ELEC01869,95,"40,42,44,46,44,49,43,46,39,39,46,46"
ELEC01870,175,"31,35,37,39,39,42,36,37,39,33,41,40"
ELEC01871,87,"12,21,20,23,22,26,21,23,15,20,22,26"
ELEC01872,121,"25,29,29,29,27,31,28,24,27,27,30,28"
ELEC01873,43,"14,16,21,23,21,21,15,17,22,21,22,14"
ELEC01874,133,"15,17,19,22,19,20,15,21,16,20,22,27"
ELEC01875,143,"19,24,25,25,32,31,25,23,17,27,22,29"
